DATE,TAVG,TMAX,TMIN
2008-08-15,71.0,84.0,60.0
2008-08-16,71.0,83.0,60.0
2008-08-17,70.0,84.0,53.0
2008-08-18,73.0,89.0,55.0
2008-08-19,76.0,90.0,59.0
2008-08-20,78.0,90.0,61.0
2008-08-21,80.0,92.0,69.0
2008-08-22,80.0,92.0,68.0
2008-08-23,78.0,90.0,69.0
2008-08-24,78.0,89.0,65.0
2008-08-25,72.0,78.0,70.0
2008-08-26,70.0,71.0,68.0
2008-08-27,70.0,74.0,67.0
2008-08-28,75.0,86.0,67.0
2008-08-29,77.0,89.0,64.0
2008-08-30,78.0,89.0,68.0
2008-08-31,80.0,90.0,69.0
2008-09-01,80.0,90.0,68.0
2008-09-02,78.0,89.0,70.0
2008-09-03,77.0,90.0,66.0
2008-09-04,76.0,88.0,63.0
2008-09-05,78.0,84.0,72.0
2008-09-06,71.0,80.0,63.0
2008-09-07,72.0,84.0,59.0
2008-09-08,75.0,89.0,59.0
2008-09-09,72.0,83.0,65.0
2008-09-10,71.0,83.0,60.0
2008-09-11,76.0,87.0,65.0
2008-09-12,80.0,89.0,72.0
2008-09-13,80.0,90.0,69.0
2008-09-14,76.0,87.0,68.0
2008-09-15,67.0,72.0,61.0
2008-09-16,67.0,75.0,59.0
2008-09-17,68.0,80.0,54.0
2008-09-18,69.0,84.0,53.0
2008-09-19,69.0,84.0,56.0
2008-09-20,70.0,83.0,58.0
2008-09-21,70.0,85.0,62.0
2008-09-22,69.0,85.0,56.0
2008-09-23,70.0,85.0,52.0
2008-09-24,68.0,83.0,53.0
2008-09-25,67.0,82.0,50.0
2008-09-26,67.0,78.0,57.0
2008-09-27,70.0,78.0,62.0
2008-09-28,67.0,77.0,59.0
2008-09-29,66.0,81.0,52.0
2008-09-30,65.0,75.0,57.0
2008-10-01,55.0,65.0,44.0
2008-10-02,53.0,68.0,40.0
2008-10-03,54.0,73.0,39.0
2008-10-04,60.0,79.0,41.0
2008-10-05,64.0,83.0,46.0
2008-10-06,66.0,83.0,51.0
2008-10-07,66.0,83.0,50.0
2008-10-08,65.0,72.0,60.0
2008-10-09,66.0,77.0,57.0
2008-10-10,67.0,83.0,52.0
2008-10-11,71.0,85.0,59.0
2008-10-12,71.0,85.0,59.0
2008-10-13,71.0,85.0,60.0
2008-10-14,69.0,81.0,58.0
2008-10-15,69.0,83.0,57.0
2008-10-16,62.0,69.0,55.0
2008-10-17,56.0,63.0,49.0
2008-10-18,51.0,60.0,42.0
2008-10-19,49.0,65.0,33.0
2008-10-20,51.0,68.0,34.0
2008-10-21,52.0,63.0,44.0
2008-10-22,51.0,62.0,44.0
2008-10-23,55.0,72.0,37.0
2008-10-24,51.0,57.0,48.0
2008-10-25,51.0,61.0,40.0
2008-10-26,54.0,69.0,39.0
2008-10-27,43.0,50.0,39.0
2008-10-28,40.0,46.0,34.0
2008-10-29,42.0,56.0,28.0
2008-10-30,44.0,65.0,28.0
2008-10-31,50.0,70.0,33.0
2008-11-01,52.0,71.0,34.0
2008-11-02,55.0,74.0,38.0
2008-11-03,55.0,75.0,39.0
2008-11-04,54.0,74.0,38.0
2008-11-05,56.0,76.0,38.0
2008-11-06,54.0,56.0,52.0
2008-11-07,55.0,60.0,46.0
2008-11-08,47.0,54.0,39.0
2008-11-09,42.0,45.0,39.0
2008-11-10,40.0,49.0,31.0
2008-11-11,40.0,44.0,32.0
2008-11-12,50.0,57.0,44.0
2008-11-13,56.0,60.0,50.0
2008-11-14,57.0,67.0,49.0
2008-11-15,45.0,54.0,37.0
2008-11-16,35.0,38.0,31.0
2008-11-17,37.0,43.0,30.0
2008-11-18,30.0,38.0,22.0
2008-11-19,33.0,49.0,19.0
2008-11-20,36.0,44.0,30.0
2008-11-21,28.0,35.0,19.0
2008-11-22,26.0,35.0,14.0
2008-11-23,40.0,54.0,23.0
2008-11-24,46.0,52.0,35.0
2008-11-25,36.0,43.0,26.0
