DATE,TAVG,TMAX,TMIN
2007-10-18,72.0,79.0,65.0
2007-10-19,69.0,73.0,61.0
2007-10-20,61.0,78.0,48.0
2007-10-21,61.0,81.0,42.0
2007-10-22,70.0,75.0,64.0
2007-10-23,74.0,84.0,60.0
2007-10-24,58.0,63.0,48.0
2007-10-25,53.0,65.0,42.0
2007-10-26,60.0,76.0,49.0
2007-10-27,57.0,73.0,44.0
2007-10-28,55.0,72.0,43.0
2007-10-29,51.0,66.0,41.0
2007-10-30,52.0,71.0,34.0
2007-10-31,59.0,76.0,47.0
2007-11-01,60.0,78.0,49.0
2007-11-02,56.0,72.0,45.0
2007-11-03,52.0,72.0,37.0
2007-11-04,51.0,73.0,34.0
2007-11-05,52.0,76.0,34.0
2007-11-06,52.0,65.0,37.0
2007-11-07,39.0,58.0,27.0
2007-11-08,40.0,60.0,25.0
2007-11-09,47.0,69.0,28.0
2007-11-10,50.0,68.0,35.0
2007-11-11,46.0,66.0,31.0
2007-11-12,47.0,70.0,31.0
2007-11-13,55.0,75.0,36.0
2007-11-14,61.0,79.0,46.0
2007-11-15,54.0,66.0,39.0
2007-11-16,41.0,59.0,29.0
2007-11-17,44.0,65.0,26.0
2007-11-18,58.0,70.0,48.0
2007-11-19,58.0,76.0,46.0
2007-11-20,54.0,77.0,39.0
2007-11-21,58.0,76.0,42.0
2007-11-22,59.0,70.0,38.0
2007-11-23,42.0,57.0,30.0
2007-11-24,42.0,52.0,29.0
2007-11-25,49.0,52.0,47.0
