DATE,TAVG,TMAX,TMIN
2007-10-18,71.0,83.0,51.0
2007-10-19,60.0,79.0,46.0
2007-10-20,69.0,85.0,50.0
2007-10-21,74.0,84.0,64.0
2007-10-22,54.0,69.0,49.0
2007-10-23,53.0,66.0,43.0
2007-10-24,56.0,67.0,45.0
2007-10-25,50.0,65.0,39.0
2007-10-26,50.0,69.0,35.0
2007-10-27,54.0,71.0,40.0
2007-10-28,56.0,72.0,44.0
2007-10-29,55.0,70.0,44.0
2007-10-30,56.0,73.0,40.0
2007-10-31,62.0,79.0,48.0
2007-11-01,60.0,71.0,55.0
2007-11-02,57.0,69.0,50.0
2007-11-03,58.0,75.0,47.0
2007-11-04,65.0,81.0,48.0
2007-11-05,70.0,82.0,59.0
2007-11-06,53.0,62.0,45.0
2007-11-07,51.0,65.0,41.0
2007-11-08,59.0,75.0,43.0
2007-11-09,67.0,81.0,56.0
2007-11-10,69.0,79.0,59.0
2007-11-11,70.0,78.0,62.0
2007-11-12,69.0,79.0,64.0
2007-11-13,71.0,81.0,65.0
2007-11-14,67.0,81.0,54.0
2007-11-15,47.0,59.0,33.0
2007-11-16,51.0,64.0,33.0
2007-11-17,64.0,79.0,56.0
2007-11-18,64.0,78.0,55.0
2007-11-19,64.0,77.0,51.0
2007-11-20,69.0,77.0,63.0
2007-11-21,56.0,73.0,40.0
2007-11-22,42.0,46.0,37.0
2007-11-23,41.0,47.0,31.0
2007-11-24,39.0,43.0,37.0
2007-11-25,40.0,41.0,37.0
