DATE,TAVG,TMAX,TMIN
2008-08-15,76.0,86.0,66.0
2008-08-16,72.0,82.0,65.0
2008-08-17,73.0,85.0,64.0
2008-08-18,72.0,81.0,65.0
2008-08-19,70.0,81.0,61.0
2008-08-20,69.0,79.0,59.0
2008-08-21,71.0,83.0,64.0
2008-08-22,71.0,81.0,63.0
2008-08-23,72.0,83.0,63.0
2008-08-24,83.0,95.0,68.0
2008-08-25,82.0,93.0,73.0
2008-08-26,74.0,85.0,67.0
2008-08-27,78.0,89.0,68.0
2008-08-28,83.0,95.0,73.0
2008-08-29,81.0,93.0,65.0
2008-08-30,76.0,87.0,65.0
2008-08-31,67.0,79.0,60.0
2008-09-01,69.0,78.0,58.0
2008-09-02,78.0,89.0,69.0
2008-09-03,79.0,92.0,68.0
2008-09-04,80.0,94.0,72.0
2008-09-05,81.0,96.0,73.0
2008-09-06,84.0,98.0,76.0
2008-09-07,81.0,90.0,76.0
2008-09-08,75.0,84.0,68.0
2008-09-09,68.0,78.0,61.0
2008-09-10,65.0,75.0,54.0
2008-09-11,72.0,86.0,63.0
2008-09-12,72.0,83.0,67.0
2008-09-13,74.0,85.0,66.0
2008-09-14,79.0,92.0,71.0
2008-09-15,83.0,97.0,75.0
2008-09-16,78.0,90.0,64.0
2008-09-17,73.0,83.0,65.0
2008-09-18,72.0,85.0,62.0
2008-09-19,70.0,80.0,60.0
2008-09-20,62.0,71.0,53.0
2008-09-21,61.0,70.0,53.0
2008-09-22,64.0,78.0,54.0
2008-09-23,74.0,83.0,64.0
2008-09-24,77.0,88.0,69.0
2008-09-25,78.0,93.0,70.0
2008-09-26,79.0,91.0,72.0
2008-09-27,77.0,88.0,70.0
2008-09-28,78.0,90.0,70.0
2008-09-29,77.0,90.0,69.0
2008-09-30,81.0,94.0,72.0
2008-10-01,80.0,92.0,71.0
2008-10-02,72.0,83.0,63.0
2008-10-03,59.0,68.0,50.0
2008-10-04,50.0,51.0,49.0
2008-10-05,56.0,66.0,47.0
2008-10-06,70.0,84.0,58.0
2008-10-07,73.0,83.0,65.0
2008-10-08,78.0,88.0,68.0
2008-10-09,66.0,78.0,52.0
2008-10-10,51.0,67.0,38.0
2008-10-11,43.0,54.0,37.0
2008-10-12,46.0,54.0,37.0
2008-10-13,52.0,59.0,43.0
2008-10-14,62.0,70.0,54.0
2008-10-15,69.0,80.0,58.0
2008-10-16,72.0,85.0,66.0
2008-10-17,73.0,86.0,64.0
2008-10-18,66.0,74.0,59.0
2008-10-19,65.0,76.0,59.0
