Tavg,Tmax,Death
73,85,0
74,83,0
79,90,0
84,98,0
91,108,0
88,105,0
92,106,0
94,106,0
96,106,0
95,106,0
83,96,0
69,81,0
65,76,0
67,80,0
70,84,0
68,79,0
76,90,0
82,95,0
82,94,0
76,88,0
72,85,0
72,85,0
66,78,0
62,72,0
62,73,0
60,71,0
57,67,0
59,73,0
56,65,0
60,70,0
61,81,0
64,85,0
69,85,0
69,85,0
70,85,0
69,84,0
56,72,0
62,82,0
67,83,0
68,85,0
69,85,0
69,87,0
69,87,0
69,83,0
69,80,0
72,89,0
82,97,0
80,95,0
80,97,0
82,96,0
82,96,0
83,99,0
83,99,0
84,101,0
82,98,0
79,96,0
79,93,0
78,87,0
80,93,0
80,93,0
80,99,0
82,96,0
81,94,0
81,95,0
79,92,0
78,92,0
80,95,0
78,92,0
82,93,0
81,93,0
79,92,0
79,94,0
77,93,0
76,89,0
80,91,0
79,93,0
77,87,0
79,92,0
78,93,0
79,91,0
76,92,0
75,89,0
74,82,0
75,85,0
78,90,0
79,92,0
78,92,0
79,92,0
79,92,0
78,94,0
78,92,0
76,91,0
74,89,0
75,87,0
76,90,0
78,92,0
102.6,105.1,1
66,80,0
73,86,0
78,89,0
72,86,0
59,69,0
62,73,0
73,86,0
70,79,0
74,86,0
74,88,0
63,72,0
58,70,0
62,75,0
72,84,0
74,85,0
69,82,0
61,72,0
62,74,0
58,69,0
59,68,0
62,71,0
54,58,0
59,70,0
60,71,0
71,83,0
80,90,0
69,80,0
68,78,0
73,81,0
82,92,0
83,95,0
80,92,0
71,84,0
68,80,0
79,89,0
71,83,0
61,69,0
65,79,0
60,72,0
67,86,0
75,87,0
70,87,0
59,72,0
78,90,0
78,89,0
77,87,0
78,90,0
77,90,0
76,90,0
78,92,0
71,87,0
62,82,0
64,85,0
71,89,0
72,87,0
71,76,0
75,90,0
74,83,0
68,71,0
65,83,0
69,83,0
76,82,0
76,89,0
60,70,0
62,78,0
66,81,0
63,76,0
65,80,0
64,74,0
66,76,0
68,78,0
70,84,0
64,81,0
60,80,0
56,78,0
57,81,0
59,81,0
47,65,0
45,68,0
49,73,0
57,80,0
54,76,0
79.2,86,1
57,76,0
59,80,0
61,82,0
58,70,0
43,64,0
47,72,0
52,75,0
59,82,0
59,82,0
65,81,0
67,79,0
50,63,0
56,73,0
60,65,0
83,99,0
83,96,0
83,95,0
83,97,0
83,98,0
85,100,0
84,98,0
83,99,0
83,97,0
82,96,0
79,89,0
78,94,0
80,96,0
82,94,0
82,96,0
81,97,0
79,93,0
79,92,0
79,90,0
79,92,0
78,92,0
78,91,0
79,93,0
80,92,0
74,83,0
79,93,0
80,94,0
77,90,0
78,94,0
80,95,0
78,94,0
81,95,0
80,94,0
75,81,0
74,85,0
72,77,0
76,88,0
80,93,0
78,92,0
79,90,0
79,92,0
76,85,0
77,88,0
78,92,0
79,93,0
58,69,0
56,69,0
53,60,0
54,66,0
56,72,0
53,58,0
68,79,0
76,88,0
79,92,0
77,87,0
63,76,0
58,69,0
66,81,0
69,80,0
58,66,0
58,74,0
53,62,0
56,65,0
66,77,0
61,74,0
75.8,79,1
76,87,0
72,82,0
74,84,0
72,75,0
79,89,0
76,83,0
76,82,0
76,84,0
76,85,0
76,89,0
76,91,0
78,90,0
72,87,0
66,84,0
70,86,0
72,86,0
72,87,0
75,85,0
75,89,0
76,89,0
73,87,0
70,82,0
69,78,0
78,91,0
80,91,0
66,74,0
65,76,0
66,72,0
69,75,0
66,72,0
61,62,0
67,78,0
71,80,0
72,82,0
65,74,0
58,76,0
58,77,0
56,77,0
62,80,0
49,63,0
49,68,0
76,86,0
72,82,0
73,85,0
72,81,0
70,81,0
69,79,0
71,83,0
71,81,0
72,83,0
83,95,0
82,93,0
74,85,0
78,89,0
83,95,0
81,93,0
76,87,0
67,79,0
69,78,0
78,89,0
79,92,0
80,94,0
81,96,0
84,98,0
81,90,0
75,84,0
68,78,0
65,75,0
72,86,0
72,83,0
74,85,0
79,92,0
83,97,0
78,90,0
73,83,0
72,85,0
70,80,0
62,71,0
61,70,0
64,78,0
74,83,0
77,88,0
78,93,0
79,91,0
77,88,0
78,90,0
77,90,0
78.7,80.1,1
50,71,0
57,76,0
57,73,0
60,77,0
61,79,0
62,81,0
56,66,0
44,60,0
46,71,0
55,77,0
59,76,0
62,81,0
63,81,0
65,74,0
53,64,0
54,66,0
64,77,0
81,90,0
81,91,0
78,90,0
80,91,0
83,90,0
83,91,0
83,91,0
80,90,0
78,86,0
81,91,0
81,92,0
80,94,0
81,90,0
81,90,0
81,90,0
80,90,0
79,88,0
80,92,0
78,92,0
80,89,0
81,88,0
80,88,0
83,89,0
82,87,0
80,88,0
80,89,0
79,91,0
80,91,0
79,93,0
80,88,0
80,90,0
81,91,0
81,90,0
78,86,0
81,94,0
80,92,0
72,83,0
59,68,0
50,51,0
56,66,0
70,84,0
73,83,0
78,88,0
66,78,0
51,67,0
43,54,0
46,54,0
52,59,0
62,70,0
69,80,0
72,85,0
73,86,0
66,74,0
65,76,0
64,75,0
70,80,0
69,75,0
70,82,0
72,86,0
75,85,0
75,86,0
77,88,0
77,89,0
73,83,0
62,70,0
62,70,0
56,63,0
49,56,0
47,54,0
45,55,0
46,52,0
56,63,0
61,65,0
62,74,0
89.2,89.6,1
74,79,0
80,87,0
80,90,0
79,86,0
79,87,0
82,88,0
80,87,0
77,87,0
78,87,0
79,87,0
79,89,0
80,85,0
79,85,0
80,87,0
81,87,0
81,88,0
81,84,0
82,88,0
81,86,0
81,86,0
77,85,0
76,84,0
76,87,0
74,84,0
73,84,0
75,83,0
78,84,0
78,85,0
77,85,0
79,91,0
80,90,0
76,80,0
78,84,0
79,86,0
80,87,0
78,88,0
69,72,0
74,77,0
76,85,0
44,51,0
47,58,0
54,65,0
61,69,0
65,72,0
67,71,0
67,74,0
68,73,0
71,81,0
70,79,0
67,76,0
64,74,0
65,72,0
63,71,0
60,68,0
58,68,0
53,62,0
78,93,0
76,95,0
76,93,0
74,90,0
72,92,0
73,91,0
74,91,0
75,89,0
71,88,0
78,100,0
79,98,0
78,96,0
76,95,0
74,92,0
78,100,0
80,96,0
77,94,0
76,92,0
77,99,0
79,100,0
79,98,0
78,98,0
77,98,0
76,96,0
74,92,0
73,92,0
72,88,0
68,84,0
69,79,0
71,85,0
70,90,0
76,99,0
74,88,0
74,92,0
75,95,0
74,92,0
69,86,0
67,84,0
69,86,0
72,94,0
76,100,0
78,101,0
75,96,0
74,94,0
73,92,0
74,95,0
85,106,0
88,104,0
76,93,0
68,82,0
63,68,0
67,80,0
74,96,0
85,103,0
89.4,91,1
76,85,0
75,78,0
77,81,0
77,83,0
77,83,0
74,79,0
65,72,0
63,78,0
64,76,0
64,77,0
64,72,0
62,73,0
62,71,0
60,74,0
65,76,0
68,77,0
67,78,0
67,77,0
68,81,0
54,63,0
59,74,0
63,75,0
67,77,0
65,78,0
65,78,0
69,79,0
66,70,0
67,78,0
72,80,0
84,93,0
82,91,0
82,92,0
80,92,0
82,92,0
83,93,0
83,92,0
85,97,0
85,103,0
73,89,0
67,80,0
61,74,0
60,77,0
63,83,0
71,90,0
78,97,0
79,96,0
79,101,0
67,88,0
63,83,0
62,80,0
68,93,0
77,98,0
78,97,0
76,94,0
71,96,0
69,93,0
73,99,0
81,101,0
76,97,0
72,91,0
72,87,0
69,81,0
64,77,0
63,76,0
61,73,0
62,76,0
67,84,0
71,90,0
72,88,0
60,69,0
58,73,0
60,75,0
65,85,0
68,89,0
72,93,0
73,94,0
76,93,0
77,95,0
76,93,0
72,89,0
64,84,0
73,89,0
69,86,0
56,70,0
61,82,0
63,79,0
74,87,0
72,83,0
73,90,0
70,82,0
70,80,0
70,82,0
70,81,0
69,82,0
71,91,0
82,97,0
81,93,0
83.4,84,1
83,95,0
82,93,0
78,92,0
78,85,0
78,87,0
83,94,0
81,95,0
79,91,0
79,90,0
80,90,0
80,90,0
80,90,0
80,93,0
79,90,0
82,91,0
79,91,0
79,91,0
79,89,0
80,89,0
77,88,0
79,89,0
79,89,0
78,88,0
79,92,0
80,93,0
79,88,0
76,89,0
73,85,0
75,82,0
77,85,0
78,86,0
78,90,0
78,90,0
78,90,0
79,90,0
78,89,0
77,91,0
76,89,0
74,85,0
76,87,0
76,85,0
80,88,0
78,90,0
78,88,0
78,87,0
78,88,0
77,89,0
75,87,0
77,88,0
70,85,0
63,80,0
68,85,0
72,87,0
73,87,0
74,81,0
76,87,0
78,90,0
74,90,0
71,84,0
78,97,0
77,89,0
70,80,0
69,82,0
76,92,0
84,100,0
84,97,0
84,99,0
83,98,0
78,88,0
67,81,0
66,80,0
65,77,0
63,76,0
61,73,0
64,77,0
73,91,0
86,103,0
76,87,0
73,88,0
78,92,0
76,90,0
66,75,0
63,75,0
67,79,0
74,88,0
84,98,0
87,100,0
83,95,0
82,93,0
83,96,0
85,97,0
90,103,0
88,99,0
79,91,0
63,71,0
57,63,0
62,74,0
76,92,0
86,95,0
87,97,0
71,82,0
60,70,0
57,68,0
59,69,0
65,74,0
76,88,0
80,92,0
80,90,0
80,94,0
73,84,0
68,79,0
63,73,0
77,91,0
82,96,0
81,94,0
79,88,0
79,93,0
79,92,0
82,96,0
85,100,0
81.4,87.1,1
75,83,0
69,75,0
67,81,0
70,83,0
74,81,0
77,84,0
61,70,0
62,77,0
68,82,0
67,75,0
65,73,0
63,70,0
66,77,0
70,79,0
71,84,0
65,79,0
60,78,0
58,76,0
58,80,0
61,80,0
48,62,0
46,66,0
49,71,0
56,78,0
56,74,0
60,77,0
60,76,0
62,78,0
58,68,0
44,63,0
45,66,0
53,71,0
62,79,0
61,79,0
64,75,0
65,70,0
51,62,0
56,71,0
62,73,0
84,99,0
82,96,0
82,97,0
81,94,0
81,96,0
80,92,0
68,81,0
72,83,0
67,77,0
59,68,0
57,69,0
56,64,0
59,69,0
69,80,0
74,85,0
71,84,0
56,64,0
57,67,0
61,71,0
70,81,0
77,87,0
80,90,0
78,87,0
78,89,0
79,90,0
78,90,0
75,87,0
72,83,0
74,86,0
70,83,0
59,66,0
60,75,0
60,74,0
62,67,0
60,67,0
47,55,0
39,43,0
35,38,0
35,42,0
21,26,0
58,79,0
40,57,0
44,71,0
49,60,0
53,66,0
60,69,0
46,60,0
46,64,0
48,55,0
50,57,0
56,61,0
57,62,0
56,61,0
58,64,0
62,65,0
73.4,78.1,1
83,97,0
83,98,0
84,99,0
83,96,0
79,96,0
80,98,0
77,87,0
77,85,0
82,97,0
82,99,0
80,98,0
78,92,0
79,90,0
80,94,0
79,89,0
79,95,0
79,93,0
82,94,0
80,93,0
77,93,0
79,95,0
76,94,0
76,90,0
78,91,0
77,90,0
78,89,0
79,92,0
78,93,0
79,89,0
75,90,0
74,89,0
73,78,0
74,79,0
78,87,0
79,90,0
78,91,0
78,90,0
77,89,0
77,94,0
76,91,0
75,88,0
73,87,0
39,43,0
35,38,0
35,42,0
21,26,0
28,33,0
29,36,0
22,28,0
25,27,0
28,30,0
28,31,0
33,40,0
41,43,0
42,46,0
48,57,0
62,72,0
68,74,0
69,75,0
67,74,0
62,69,0
60,63,0
76,89,0
71,80,0
69,78,0
69,78,0
66,76,0
67,82,0
70,81,0
71,81,0
71,83,0
79,89,0
78,86,0
74,83,0
75,85,0
84,95,0
79,93,0
72,83,0
66,74,0
68,81,0
71,81,0
73,82,0
76,85,0
92.6,93.9,1
75,89,0
75,87,0
79,90,0
78,89,0
78,90,0
77,85,0
78,88,0
77,88,0
75,90,0
77,92,0
68,86,0
62,80,0
65,84,0
70,86,0
71,85,0
72,78,0
74,88,0
72,81,0
67,71,0
65,81,0
68,80,0
75,83,0
77,87,0
60,70,0
61,74,0
65,80,0
62,76,0
65,79,0
63,72,0
65,76,0
68,78,0
70,85,0
63,79,0
58,78,0
54,77,0
55,80,0
58,78,0
46,63,0
43,67,0
48,72,0
54,78,0
53,74,0
56,77,0
58,78,0
61,81,0
56,68,0
43,62,0
45,71,0
51,72,0
59,79,0
58,80,0
64,80,0
65,76,0
49,61,0
54,66,0
61,68,0
81,96,0
82,92,0
78,88,0
80,92,0
77,87,0
73,84,0
68,76,0
65,72,0
68,68,0
70,82,0
69,79,0
67,76,0
64,72,0
61,71,0
59,70,0
65,77,0
71,80,0
72,81,0
73,83,0
71,81,0
71,82,0
72,81,0
69,78,0
72,80,0
72,82,0
65,75,0
58,65,0
47,49,0
54,69,0
65,75,0
71,80,0
71,82,0
62,72,0
48,58,0
39,52,0
42,51,0
47,53,0
59,67,0
64,73,0
66,75,0
67,78,0
61,70,0
61,74,0
62,72,0
65,73,0
64,70,0
64,72,0
86.4,89.6,1
67,78,0
69,79,0
69,79,0
71,80,0
71,82,0
68,77,0
61,65,0
59,63,0
56,62,0
47,52,0
44,51,0
43,52,0
43,50,0
54,61,0
57,61,0
59,73,0
40,49,0
44,57,0
49,62,0
61,69,0
65,72,0
63,67,0
60,65,0
63,68,0
64,71,0
62,72,0
63,72,0
60,70,0
60,69,0
57,66,0
56,66,0
56,64,0
51,56,0
74,90,0
73,90,0
73,90,0
70,87,0
69,84,0
70,85,0
70,85,0
70,86,0
66,84,0
75,94,0
76,94,0
74,91,0
72,90,0
70,87,0
75,93,0
77,93,0
73,88,0
72,85,0
74,93,0
77,96,0
78,93,0
77,93,0
76,93,0
73,88,0
70,85,0
70,86,0
69,83,0
65,82,0
64,73,0
67,82,0
67,84,0
78,94,0
83,95,0
83,93,0
84,95,0
85,94,0
85,95,0
85,95,0
83,97,0
81,95,0
79,94,0
80,95,0
83,97,0
84,94,0
83,97,0
85,96,0
83,96,0
83,96,0
82,96,0
82,97,0
83,97,0
82,97,0
82,94,0
84,94,0
84,97,0
77,89,0
81,92,0
83,96,0
81,97,0
80,96,0
81,94,0
84,96,0
83,96,0
83,97,0
83,91,0
82,90,0
81,90,0
80,94,0
80,92,0
79,91,0
77,85,0
78,84,0
80,91,0
83,96,0
81,91,0
79,88,0
76,84,0
81,92,0
83,94,0
83,97,0
82,92,0
83,90,0
83,93,0
83,90,0
82,91,0
81,89,0
83,95,0
81,90,0
80,87,0
78,87,0
79,88,0
81,92,0
82,92,0
82,94,0
82,91,0
79,89,0
80,88,0
82,92,0
81,90,0
78,87,0
73,80,0
74,79,0
80,88,0
79,88,0
78,87,0
79,88,0
78,83,0
72.6,73.8,1
73,82,0
71,87,0
72,91,0
72,86,0
67,81,0
65,81,0
67,83,0
72,88,0
78,94,0
80,97,0
75,92,0
75,90,0
73,87,0
76,91,0
87,104,0
88,99,0
78,89,0
65,78,0
61,69,0
65,77,0
75,91,0
79,97,0
65,77,0
70,90,0
83,97,0
93,96,0
71,82,0
76,88,0
71,86,0
58,67,0
58,70,0
61,73,0
67,80,0
73,89,0
79,93,0
80,94,0
79,92,0
79,92,0
76,91,0
73,88,0
69,81,0
72,86,0
69,82,0
56,69,0
61,78,0
60,77,0
80,95,0
69,80,0
58,75,0
55,65,0
79,87,0
78,87,0
71,84,0
67,82,0
69,85,0
70,86,0
69,82,0
66,79,0
68,81,0
67,83,0
69,85,0
72,84,0
72,85,0
71,84,0
72,86,0
60,74,0
65,80,0
69,85,0
70,81,0
70,83,0
70,82,0
72,86,0
72,88,0
71,81,0
73,84,0
71,79,0
67,78,0
61,75,0
66,79,0
63,72,0
53,61,0
51,67,0
57,72,0
63,77,0
61,72,0
64,73,0
63,77,0
68,80,0
61,70,0
50,62,0
58,69,0
63,71,0
62,76,0
66,75,0
72,75,0
60,72,0
50,59,0
54,60,0
63,71,0
82,92,0
78.4,80.6,1
58,73,0
64,78,0
66,75,0
69,86,0
66,82,0
75,89,0
70,83,0
73,87,0
84,98,0
86,100,0
85,101,0
69,81,0
63,77,0
69,79,0
77,90,0
80,93,0
83,95,0
84,98,0
85,100,0
79,92,0
70,85,0
55,65,0
62,79,0
71,86,0
61,76,0
61,78,0
69,84,0
73,85,0
64,78,0
52,64,0
55,68,0
57,72,0
57,66,0
59,71,0
67,80,0
74,82,0
78,92,0
77,89,0
77,90,0
78,87,0
76,90,0
63,78,0
71,86,0
74,91,0
59,68,0
57,64,0
55,60,0
57,69,0
64,74,0
70,81,0
68,81,0
57,67,0
51,56,0
51,58,0
54,61,0
63,71,0
67,74,0
70,76,0
72,78,0
73,78,0
65,76,0
83,92,0
83,96,0
81,92,0
84,96,0
85,94,0
84,95,0
85,95,0
83,100,0
82,97,0
79,97,0
79,95,0
82,98,0
85,95,0
84,93,0
85,95,0
85,97,0
83,94,0
82,93,0
83,98,0
82,95,0
81,97,0
81,94,0
83,95,0
82,97,0
78,90,0
80,91,0
81,96,0
79,92,0
79,96,0
82,94,0
83,97,0
82,96,0
85.1,86,1
81,93,0
81,92,0
78,91,0
82,90,0
80,89,0
79,92,0
80,90,0
79,90,0
77,84,0
78,86,0
80,89,0
83,95,0
80,89,0
79,86,0
76,84,0
81,90,0
83,93,0
83,95,0
82,92,0
83,91,0
83,93,0
82,91,0
81,90,0
80,90,0
82,94,0
80,90,0
79,87,0
78,86,0
79,88,0
81,92,0
81,92,0
83,93,0
81,92,0
79,90,0
79,90,0
82,92,0
81,92,0
79,88,0
72,79,0
74,80,0
79,89,0
57,69,0
56,66,0
65,72,0
68,73,0
73,83,0
72,76,0
73,76,0
71,79,0
68,73,0
70,80,0
70,80,0
62,72,0
57,66,0
55,57,0
52,55,0
49,55,0
47,54,0
49,57,0
53,58,0
59,62,0
53,59,0
49,58,0
49,57,0
51,59,0
56,66,0
61,70,0
65,70,0
65,70,0
66,70,0
66,72,0
65,74,0
51,59,0
52,57,0
53,57,0
55,67,0
51,55,0
53,58,0
51,55,0
77,87,0
73,85,0
71,83,0
71,81,0
68,80,0
69,82,0
72,84,0
73,83,0
72,84,0
78,89,0
78,89,0
75,86,0
78,88,0
84,95,0
80,92,0
73,85,0
83.6,90,1
78,89,0
78,87,0
78,88,0
78,84,0
79,88,0
77,86,0
70,83,0
66,80,0
67,84,0
69,86,0
67,82,0
64,78,0
66,81,0
65,83,0
67,84,0
70,83,0
70,82,0
70,82,0
71,85,0
58,70,0
63,79,0
70,82,0
70,82,0
70,82,0
70,85,0
72,85,0
71,84,0
71,80,0
73,84,0
67,77,0
68,81,0
72,82,0
74,86,0
76,87,0
78,88,0
79,87,0
79,90,0
74,85,0
67,76,0
65,75,0
70,81,0
73,84,0
72,83,0
76,87,0
78,87,0
74,85,0
69,81,0
68,80,0
66,76,0
62,72,0
62,74,0
66,81,0
69,78,0
72,82,0
74,86,0
73,86,0
72,83,0
72,83,0
70,79,0
73,84,0
73,84,0
67,77,0
59,70,0
48,55,0
57,72,0
67,78,0
71,80,0
72,85,0
64,78,0
50,64,0
39,51,0
42,52,0
47,53,0
60,69,0
67,81,0
68,82,0
67,78,0
63,72,0
62,72,0
63,73,0
68,82,0
65,71,0
67,81,0
69,83,0
70,83,0
70,84,0
70,81,0
72,86,0
70,81,0
59,64,0
59,63,0
55,60,0
48,57,0
46,56,0
44,56,0
44,52,0
56,62,0
58,64,0
60,73,0
40,49,0
45,58,0
53,64,0
61,66,0
69,79,0
63,66,0
86.4,89.1,1
60,66,0
63,69,0
67,79,0
63,74,0
61,71,0
60,72,0
60,70,0
57,66,0
54,63,0
54,61,0
49,55,0
82,102,0
67,87,0
59,76,0
56,65,0
60,77,0
65,79,0
65,78,0
69,90,0
61,78,0
72,93,0
66,83,0
72,90,0
85,101,0
89,106,0
85,106,0
67,83,0
61,80,0
72,88,0
80,95,0
82,99,0
84,100,0
84,100,0
84,102,0
79,97,0
62,85,0
52,55,0
61,82,0
63,88,0
77,88,0
77,90,0
78,89,0
76,87,0
76,82,0
76,78,0
75,76,0
77,82,0
78,88,0
78,91,0
78,94,0
81,93,0
83,95,0
81,96,0
80,92,0
79,85,0
81,87,0
83,91,0
80,88,0
80,89,0
80,89,0
79,84,0
83,96,0
80,94,0
80,92,0
82,91,0
80,91,0
81,90,0
82,93,0
81,94,0
80,94,0
79,94,0
80,90,0
78,91,0
78,88,0
77,87,0
76,87,0
80,91,0
78,85,0
79,86,0
76,81,0
71,85,0
73,88,0
72,90,0
75,90,0
78,87,0
76,88,0
76,90,0
71,85,0
71,85,0
74,86,0
75,83,0
77,87,0
77,88,0
74,84,0
75,89,0
76,87,0
77,86,0
78,88,0
78,87,0
74,84,0
72,85,0
71,84,0
71,88,0
69,83,0
65,77,0
69,82,0
67,81,0
67,81,0
92.2,93,1
57,79,0
58,82,0
60,85,0
62,88,0
57,77,0
52,65,0
56,72,0
58,74,0
58,67,0
60,79,0
69,85,0
74,90,0
76,93,0
73,91,0
76,91,0
77,94,0
73,92,0
60,82,0
66,85,0
72,90,0
60,69,0
56,65,0
56,60,0
57,72,0
63,81,0
69,88,0
65,86,0
54,73,0
51,62,0
54,66,0
57,72,0
67,82,0
71,86,0
70,86,0
75,88,0
72,83,0
62,75,0
53,72,0
53,70,0
67,83,0
69,79,0
72,86,0
73,83,0
73,81,0
73,82,0
73,80,0
71,76,0
62,78,0
63,80,0
52,63,0
49,66,0
56,74,0
63,75,0
66,77,0
66,74,0
69,80,0
65,67,0
63,69,0
64,79,0
65,83,0
65,80,0
57,77,0
57,75,0
63,79,0
70,80,0
75,87,0
75,87,0
72,83,0
51,63,0
50,66,0
51,65,0
44,60,0
49,71,0
52,66,0
49,63,0
53,70,0
56,73,0
55,74,0
83,95,0
83,91,0
82,91,0
77,81,0
81,87,0
83,89,0
83,88,0
81,89,0
82,90,0
85,92,0
82,89,0
84,92,0
85,92,0
85,91,0
85,89,0
82,87,0
83,88,0
85,92,0
84,90,0
85,91,0
83,88,0
82,89,0
83,93,0
85,92,0
84,88,0
83,85,0
84,86,0
84,88,0
94.3,95,1
69,79,0
64,74,0
68,81,0
67,81,0
59,64,0
56,59,0
56,57,0
53,61,0
49,52,0
48,57,0
51,64,0
57,69,0
62,74,0
53,59,0
49,57,0
51,64,0
52,62,0
55,67,0
60,74,0
70,79,0
65,73,0
63,69,0
64,70,0
63,73,0
50,64,0
52,60,0
54,70,0
55,69,0
52,61,0
54,63,0
52,55,0
84,92,0
80,86,0
71,81,0
60,65,0
59,68,0
83,88,0
83,89,0
83,90,0
82,90,0
83,91,0
81,92,0
81,88,0
82,88,0
83,90,0
83,90,0
84,90,0
79,86,0
79,85,0
80,86,0
80,83,0
78,80,0
77,85,0
79,89,0
77,90,0
79,87,0
81,89,0
81,87,0
78,82,0
81,86,0
83,89,0
82,88,0
83,89,0
79,90,0
82,88,0
82,91,0
82,86,0
80,86,0
78,83,0
80,85,0
79,85,0
79,85,0
79,87,0
78,83,0
76,83,0
77,84,0
76,82,0
76,81,0
78,82,0
79,87,0
76,79,0
74,79,0
62,69,0
63,72,0
67,75,0
70,77,0
72,80,0
72,79,0
75,84,0
71,77,0
69,76,0
70,80,0
73,82,0
75,83,0
73,82,0
72,83,0
74,82,0
78,83,0
78,84,0
78,85,0
79,88,0
65,75,0
62,73,0
63,74,0
60,70,0
62,74,0
64,75,0
63,73,0
64,74,0
66,77,0
69,79,0
79,93,0
75,87,0
76,87,0
94.4,96.1,1
62,66,0
66,74,0
72,77,0
74,78,0
78,85,0
70,72,0
70,78,0
77,84,0
79,90,0
83,89,0
74,79,0
61,67,0
59,68,0
69,77,0
74,81,0
78,82,0
79,85,0
80,86,0
78,84,0
72,77,0
66,72,0
67,76,0
75,82,0
75,82,0
72,74,0
74,78,0
76,81,0
73,77,0
61,66,0
59,63,0
55,61,0
56,62,0
59,64,0
60,66,0
69,74,0
71,78,0
69,75,0
70,77,0
74,79,0
74,79,0
71,74,0
63,82,0
64,82,0
65,69,0
67,76,0
62,76,0
57,77,0
54,71,0
44,60,0
44,65,0
50,72,0
55,75,0
56,76,0
59,74,0
62,80,0
63,68,0
60,78,0
59,79,0
60,80,0
59,74,0
51,73,0
49,72,0
56,75,0
66,78,0
73,79,0
74,79,0
61,68,0
45,58,0
45,65,0
43,57,0
38,60,0
49,71,0
45,57,0
37,58,0
46,68,0
52,67,0
51,64,0
80,93,0
76,85,0
76,87,0
76,92,0
80,93,0
80,91,0
79,86,0
75,76,0
76,78,0
81,89,0
80,87,0
81,89,0
80,91,0
81,94,0
81,96,0
81,94,0
83,90,0
83,90,0
81,90,0
79,90,0
80,90,0
77,90,0
81,94,0
79,94,0
80,92,0
82,94,0
81,92,0
82,90,0
81,91,0
80,91,0
79,91,0
83,91.9,1
69,72,0
70,78,0
54,60,0
52,58,0
55,60,0
51,58,0
60,68,0
69,75,0
66,73,0
50,61,0
41,45,0
41,47,0
44,51,0
54,62,0
63,68,0
67,72,0
65,69,0
70,74,0
62,67,0
60,66,0
58,63,0
57,63,0
63,71,0
71,75,0
71,76,0
69,75,0
69,72,0
67,70,0
68,72,0
68,72,0
58,67,0
50,55,0
49,51,0
44,47,0
42,45,0
37,40,0
43,48,0
50,54,0
57,61,0
50,60,0
41,45,0
47,54,0
48,51,0
56,63,0
56,61,0
58,63,0
66,75,0
68,71,0
69,71,0
65,68,0
57,61,0
45,49,0
49,57,0
55,59,0
55,58,0
79,92,0
77,90,0
76,88,0
76,89,0
75,88,0
74,84,0
74,84,0
76,87,0
74,88,0
69,83,0
66,83,0
69,87,0
68,87,0
70,89,0
74,90,0
76,90,0
70,85,0
63,81,0
67,87,0
69,87,0
72,87,0
77,88,0
75,83,0
73,83,0
72,83,0
70,85,0
73,84,0
74,81,0
77,89,0
74,85,0
72,88,0
71,89,0
69,85,0
65,78,0
58,74,0
59,78,0
63,81,0
65,82,0
65,69,0
66,75,0
62,75,0
58,76,0
55,69,0
46,59,0
45,65,0
51,74,0
57,74,0
56,76,0
60,78,0
63,79,0
62,67,0
60,78,0
61,81,0
62,80,0
60,74,0
52,71,0
50,72,0
56,77,0
66,77,0
84.2,91,1
53,56,0
46,49,0
77,91,0
74,92,0
73,91,0
72,85,0
70,86,0
71,82,0
72,86,0
72,90,0
71,83,0
82,101,0
83,99,0
77,94,0
76,93,0
75,90,0
78,99,0
78,95,0
72,87,0
71,85,0
78,94,0
81,99,0
83,95,0
82,93,0
83,99,0
79,96,0
70,91,0
67,82,0
65,83,0
64,80,0
62,76,0
66,81,0
72,87,0
84,94,0
80,90,0
74,87,0
74,90,0
72,81,0
66,79,0
62,79,0
65,79,0
74,91,0
82,97,0
83,95,0
81,93,0
80,93,0
80,92,0
81,97,0
85,94,0
87,100,0
76,91,0
65,77,0
57,62,0
62,78,0
74,90,0
83,95,0
84,97,0
73,80,0
74,82,0
62,68,0
45,58,0
47,66,0
45,56,0
41,60,0
50,71,0
47,56,0
40,58,0
48,68,0
54,69,0
52,64,0
79,87,0
76,84,0
78,87,0
79,91,0
78,88,0
78,85,0
78,82,0
76,79,0
77,80,0
78,85,0
81,90,0
81,89,0
81,90,0
81,91,0
81,93,0
79,90,0
82,87,0
83,92,0
79,87,0
79,90,0
79,91,0
78,87,0
80,89,0
80,91,0
78,91,0
81,93,0
79,91,0
83,94,0
82,92,0
80,91,0
80,90,0
79,91,0
102.3,102.9,1
78,90,0
78,88,0
77,90,0
76,87,0
76,86,0
76,87,0
74,78,0
76,88,0
71,82,0
69,82,0
69,83,0
70,85,0
70,86,0
73,86,0
75,89,0
73,86,0
67,81,0
66,83,0
72,87,0
71,80,0
75,88,0
76,88,0
76,86,0
74,83,0
73,86,0
73,83,0
76,88,0
77,88,0
74,87,0
72,87,0
71,84,0
70,84,0
66,78,0
62,75,0
64,80,0
65,80,0
67,81,0
71,79,0
72,79,0
67,74,0
61,76,0
59,77,0
49,60,0
46,60,0
51,73,0
61,75,0
62,76,0
65,76,0
65,78,0
63,66,0
53,56,0
46,49,0
77,91,0
74,92,0
73,91,0
72,85,0
70,86,0
71,82,0
72,86,0
72,90,0
71,83,0
82,101,0
83,99,0
77,94,0
76,93,0
75,90,0
78,99,0
78,95,0
72,87,0
71,85,0
