"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-08-17",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-09-26",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-09-27",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-10-18",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-10-19",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-10-20",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-10-21",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-10-22",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-10-23",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-10-24",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-11-06",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-11-14",,,
"US1INCK0011","JEFFERSONVILLE 1.9 N, IN US","2007-11-22",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-13",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-14",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-15",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-16",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-19",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-20",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-21",,,
"US1INFD0007","NEW ALBANY 4.8 NNE, IN US","2007-11-22",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-15",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-16",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-17",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-18",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-19",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-20",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-21",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-22",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-23",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-24",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-25",,,
"USC00154955","LOUISVILLE MCALPINE, KY US","2007-08-26",,,
