"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USC00095404","MABLETON 1 N, GA US","2007-08-15",,"95","68"
"USC00095404","MABLETON 1 N, GA US","2007-08-16",,"96","68"
"USC00095404","MABLETON 1 N, GA US","2007-08-17",,"97","74"
"USC00095404","MABLETON 1 N, GA US","2007-08-18",,"95","72"
"USC00095404","MABLETON 1 N, GA US","2007-08-19",,"94","72"
"USC00095404","MABLETON 1 N, GA US","2007-08-20",,"92","71"
"USC00095404","MABLETON 1 N, GA US","2007-08-21",,"93","71"
"USC00095404","MABLETON 1 N, GA US","2007-08-22",,"95","74"
"USC00095404","MABLETON 1 N, GA US","2007-08-23",,"97","74"
"USC00095404","MABLETON 1 N, GA US","2007-08-24",,"95","72"
"USC00095404","MABLETON 1 N, GA US","2007-08-25",,"93","71"
"USC00095404","MABLETON 1 N, GA US","2007-08-26",,"89","69"
"USC00095404","MABLETON 1 N, GA US","2007-08-27",,"85","69"
"USC00095404","MABLETON 1 N, GA US","2007-08-28",,"84","69"
"USC00095404","MABLETON 1 N, GA US","2007-08-29",,"85","72"
"USC00095404","MABLETON 1 N, GA US","2007-08-30",,"86","72"
"USC00095404","MABLETON 1 N, GA US","2007-08-31",,"86","71"
"USC00095404","MABLETON 1 N, GA US","2007-09-01",,"82","68"
"USC00095404","MABLETON 1 N, GA US","2007-09-02",,"84","68"
"USC00095404","MABLETON 1 N, GA US","2007-09-03",,"80","65"
"USC00095404","MABLETON 1 N, GA US","2007-09-04",,"86","65"
"USC00095404","MABLETON 1 N, GA US","2007-09-05",,"89","66"
"USC00095404","MABLETON 1 N, GA US","2007-09-06",,"88","66"
"USC00095404","MABLETON 1 N, GA US","2007-09-07",,"82","67"
"USC00095404","MABLETON 1 N, GA US","2007-09-08",,"85","64"
"USC00095404","MABLETON 1 N, GA US","2007-09-09",,"87","64"
"USC00095404","MABLETON 1 N, GA US","2007-09-10",,"88","64"
"USC00095404","MABLETON 1 N, GA US","2007-09-11",,"89","66"
"USC00095404","MABLETON 1 N, GA US","2007-09-12",,"88","65"
"USC00095404","MABLETON 1 N, GA US","2007-09-13",,"83","65"
"USC00095404","MABLETON 1 N, GA US","2007-09-14",,"83","65"
"USC00095404","MABLETON 1 N, GA US","2007-09-15",,"79","65"
"USC00095404","MABLETON 1 N, GA US","2007-09-16",,"79","56"
"USC00095404","MABLETON 1 N, GA US","2007-09-17",,"75","60"
"USC00095404","MABLETON 1 N, GA US","2007-09-18",,"77","59"
"USC00095404","MABLETON 1 N, GA US","2007-09-19",,"76","56"
"USC00095404","MABLETON 1 N, GA US","2007-09-20",,"79","56"
"USC00095404","MABLETON 1 N, GA US","2007-09-21",,"79","64"
"USC00095404","MABLETON 1 N, GA US","2007-09-22",,"76","68"
"USC00095404","MABLETON 1 N, GA US","2007-09-23",,"84","71"
"USC00095404","MABLETON 1 N, GA US","2007-09-24",,"83","69"
"USC00095404","MABLETON 1 N, GA US","2007-09-25",,"87","67"
"USC00095404","MABLETON 1 N, GA US","2007-09-26",,"85","62"
"USC00095404","MABLETON 1 N, GA US","2007-09-27",,"82","63"
"USC00095404","MABLETON 1 N, GA US","2007-09-28",,"82","65"
"USC00095404","MABLETON 1 N, GA US","2007-09-29",,"81","57"
"USC00095404","MABLETON 1 N, GA US","2007-09-30",,"79","54"
"USC00095404","MABLETON 1 N, GA US","2007-10-01",,"77","52"
"USC00095404","MABLETON 1 N, GA US","2007-10-02",,"78","54"
"USC00095404","MABLETON 1 N, GA US","2007-10-03",,"79","55"
"USC00095404","MABLETON 1 N, GA US","2007-10-04",,"76","70"
"USC00095404","MABLETON 1 N, GA US","2007-10-05",,"76","69"
"USC00095404","MABLETON 1 N, GA US","2007-10-06",,"78","69"
"USC00095404","MABLETON 1 N, GA US","2007-10-07",,"79","65"
"USC00095404","MABLETON 1 N, GA US","2007-10-08",,"82","64"
"USC00095404","MABLETON 1 N, GA US","2007-10-09",,"81","64"
"USC00095404","MABLETON 1 N, GA US","2007-10-10",,"81","61"
"USC00095404","MABLETON 1 N, GA US","2007-10-11",,"78","51"
"USC00095404","MABLETON 1 N, GA US","2007-10-12",,"65","46"
"USC00095404","MABLETON 1 N, GA US","2007-10-13",,,
"USC00095404","MABLETON 1 N, GA US","2007-10-14",,,
"USC00095404","MABLETON 1 N, GA US","2007-10-15",,,
"USC00095404","MABLETON 1 N, GA US","2007-10-16",,"77","52"
"USC00095404","MABLETON 1 N, GA US","2007-10-17",,"75","64"
"USC00095404","MABLETON 1 N, GA US","2007-10-18",,"78","63"
"USC00095404","MABLETON 1 N, GA US","2007-10-19",,"76","68"
"USC00095404","MABLETON 1 N, GA US","2007-10-20",,"76","52"
"USC00095404","MABLETON 1 N, GA US","2007-10-21",,"73","46"
"USC00095404","MABLETON 1 N, GA US","2007-10-22",,"77","45"
"USC00095404","MABLETON 1 N, GA US","2007-10-23",,"70","62"
"USC00095404","MABLETON 1 N, GA US","2007-10-24",,"79","56"
"USC00095404","MABLETON 1 N, GA US","2007-10-25",,"57","45"
"USC00095404","MABLETON 1 N, GA US","2007-10-26",,"60","45"
"USC00095404","MABLETON 1 N, GA US","2007-10-27",,"67","46"
"USC00095404","MABLETON 1 N, GA US","2007-10-28",,"66","45"
"USC00095404","MABLETON 1 N, GA US","2007-10-29",,"69","44"
"USC00095404","MABLETON 1 N, GA US","2007-10-30",,"62","38"
"USC00095404","MABLETON 1 N, GA US","2007-10-31",,"66","37"
"USC00095404","MABLETON 1 N, GA US","2007-11-01",,"69","46"
"USC00095404","MABLETON 1 N, GA US","2007-11-02",,"74","51"
"USC00095404","MABLETON 1 N, GA US","2007-11-03",,"68","44"
"USC00095404","MABLETON 1 N, GA US","2007-11-04",,"67","38"
"USC00095404","MABLETON 1 N, GA US","2007-11-05",,"66","38"
"USC00095404","MABLETON 1 N, GA US","2007-11-06",,"71","39"
"USC00095404","MABLETON 1 N, GA US","2007-11-07",,"58","32"
"USC00095404","MABLETON 1 N, GA US","2007-11-08",,"54","28"
"USC00095404","MABLETON 1 N, GA US","2007-11-09",,"58","28"
"USC00095404","MABLETON 1 N, GA US","2007-11-10",,"65","31"
"USC00095404","MABLETON 1 N, GA US","2007-11-11",,"59","36"
"USC00095404","MABLETON 1 N, GA US","2007-11-12",,"61","37"
"USC00095404","MABLETON 1 N, GA US","2007-11-13",,"66","37"
"USC00095404","MABLETON 1 N, GA US","2007-11-14",,"73","42"
"USC00095404","MABLETON 1 N, GA US","2007-11-15",,"73","49"
"USC00095404","MABLETON 1 N, GA US","2007-11-16",,"55","29"
"USC00095404","MABLETON 1 N, GA US","2007-11-17",,"53","29"
"USC00095404","MABLETON 1 N, GA US","2007-11-18",,"62","29"
"USC00095404","MABLETON 1 N, GA US","2007-11-19",,"70","45"
"USC00095404","MABLETON 1 N, GA US","2007-11-20",,"71","43"
"USC00095404","MABLETON 1 N, GA US","2007-11-21",,"74","43"
"USC00095404","MABLETON 1 N, GA US","2007-11-22",,"70","46"
"USC00095404","MABLETON 1 N, GA US","2007-11-23",,"64","37"
"USC00095404","MABLETON 1 N, GA US","2007-11-24",,"50","30"
"USC00095404","MABLETON 1 N, GA US","2007-11-25",,"52","34"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-15",,"104","68"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-16",,"102","73"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-17",,"102","73"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-18",,"94","71"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-19",,"93","73"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-20",,"96","74"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-21",,"98","75"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-22",,"102","74"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-23",,"91","74"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-24",,"94","72"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-25",,"93","72"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-26",,"90","71"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-27",,"86","73"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-28",,"89","72"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-29",,"89","74"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-30",,"90","73"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-08-31",,"87","73"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-01",,"80","71"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-02",,"82","70"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-03",,"89","70"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-04",,"91","66"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-05",,"90","69"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-06",,"87","66"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-07",,"88","70"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-08",,"88","64"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-09",,"90","63"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-10",,"91","63"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-11",,"92","67"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-12",,"88","71"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-13",,"86","69"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-14",,"87","71"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-15",,"89","66"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-16",,"84","61"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-17",,"81","62"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-18",,"82","56"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","2007-09-19",,"83","54"
